message,intent
Explique-moi la Guerre de Succession d'Autriche,recherche
Quels sont les empires ayant existé en la Guerre de Crimée ?,recherche
Quels sont les conflits les plus meurtriers de la Guerre d'indépendance grecque ?,recherche
Génère un quizz sur la Guerre civile mozambicaine,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
J’aimerais voir les réponses du quizz,quizz_reponses
Quand a eu lieu la Guerre civile syrienne ?,recherche
Je veux un résumé sur la Guerre civile sierra-léonaise,résumé
Quand a eu lieu Seconde Guerre mondiale ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Fais-moi une synthèse sur Seconde Guerre mondiale,résumé
Fais-moi un résumé sur la Guerre civile russe,résumé
Quelles sont les causes de la Guerre de la Ligue de Cambrai ?,recherche
Raconte-moi en quelques phrases la Guerre civile syrienne,résumé
Je veux une fiche de révision sur la Guerre du Golfe,résumé
Génère un quizz sur les Guerres de la Révolution française,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Fais-moi un résumé sur la Guerre des Boers,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Explique-moi une bataille célèbre liée à Seconde Guerre mondiale,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
J’aimerais apprendre plus sur la Guerre de Crimée,recherche
Explique-moi en bref la Guerre d'Indépendance des États-Unis,résumé
Explique-moi ce qu'était la Guerre de Hollande,recherche
Raconte-moi une anecdote sur la Guerre civile mozambicaine,recherche
Je veux une fiche de révision sur la Guerre civile centrafricaine,résumé
Fais-moi un quizz sur la Guerre de la Ligue d'Augsbourg,quizz
Quand a eu lieu la Guerre d'Algérie ?,recherche
Raconte-moi en quelques phrases la Guerre d'Afghanistan,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux un résumé sur la Guerre d'indépendance grecque,résumé
Explique-moi la Guerre civile centrafricaine,recherche
Génère un quizz sur la Guerre de Hollande,quizz
Affiche-moi les réponses du test,quizz_reponses
Quels sont les faits historiques les plus importants de la Guerre d'Algérie ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Peux-tu me faire un quizz sur la Guerre du Haut-Karabagh ?,quizz
Quelles sont les causes de la Guerre civile angolaise ?,recherche
Pose-moi des questions sur la Guerre du Donbass,quizz
Quels sont les événements majeurs de la Guerre de Sept Ans ?,recherche
Peux-tu me faire un quizz sur la Guerre du Yom Kippour ?,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Quels sont les conflits les plus meurtriers de les Guerres de la Révolution française ?,recherche
Quels pays étaient impliqués dans Seconde Guerre mondiale ?,recherche
Explique-moi Première la Guerre mondiale,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Quels sont les faits marquants de la Guerre du Vietnam ?,recherche
Test mes connaissances sur la Guerre civile chinoise,quizz
Quels sont les événements de la Guerre de Bosnie ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux une fiche de révision sur la Guerre civile centrafricaine,résumé
Je veux un résumé sur la Guerre civile yéménite,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Quels sont les faits historiques les plus importants de la Guerre civile angolaise ?,recherche
J’aimerais un quiz sur la Guerre des Boers,quizz
Explique-moi une bataille célèbre liée à la Guerre Iran-Irak,recherche
Fais-moi un résumé sur la Guerre du Darfour,résumé
Fais-moi un exposé sur un grand personnage de la Guerre d'indépendance irlandaise,recherche
Explique-moi en bref la Guerre d'Espagne,résumé
Raconte-moi en quelques phrases la Guerre d'Indépendance des États-Unis,résumé
Quels sont les conflits les plus meurtriers de la Guerre d'Afghanistan ?,recherche
Quels pays étaient impliqués dans la Guerre franco-prussienne ?,recherche
Fais-moi un exposé sur un grand personnage de la Guerre civile mozambicaine,recherche
Affiche-moi les réponses du test,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Test mes connaissances sur la Guerre d'indépendance irlandaise,quizz
Fais-moi un quizz sur la Guerre du Yom Kippour,quizz
Test mes connaissances sur la Guerre civile libérienne,quizz
Fais-moi un quizz sur la Guerre franco-prussienne,quizz
Je veux un résumé sur la Guerre de Hollande,résumé
Génère un quizz sur la Guerre du Darfour,quizz
Je veux un résumé sur la Guerre du Donbass,résumé
Raconte-moi en quelques phrases la Guerre de la Quadruple-Alliance,résumé
J’aimerais un quiz sur la Guerre d'Afghanistan,quizz
Je veux une fiche de révision sur Première la Guerre mondiale,résumé
Je veux un résumé sur la Guerre du Kosovo,résumé
Explique-moi en bref la Guerre de Trente Ans,résumé
Fais-moi un résumé sur la Guerre civile centrafricaine,résumé
Explique-moi en bref la Guerre civile chinoise,résumé
Test mes connaissances sur la Guerre de la Quadruple-Alliance,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Fais-moi un exposé sur un grand personnage de la Guerre civile chinoise,recherche
Peux-tu me parler d’un événement marquant de la Guerre de Dévolution ?,recherche
Je veux une fiche de révision sur la Guerre du Vietnam,résumé
Affiche-moi les réponses du test,quizz_reponses
J’aimerais un quiz sur la Guerre du Tigré,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Explique-moi ce qu'était la Guerre civile syrienne,recherche
Raconte-moi l'histoire de la Guerre du Tigré,recherche
Je veux un résumé sur la Guerre d'Espagne,résumé
Test mes connaissances sur la Guerre d'Indépendance des États-Unis,quizz
Parle-moi de la Guerre d'Algérie,recherche
Je veux un quizz sur les Guerres napoléoniennes,quizz
Explique-moi en bref la Guerre de la Ligue d'Augsbourg,résumé
J’aimerais voir les réponses du quizz,quizz_reponses
J’aimerais un quiz sur Seconde Guerre mondiale,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Quels sont les empires ayant existé en la Guerre franco-prussienne ?,recherche
Fais-moi un résumé sur la Guerre d'Irak,résumé
Génère un quizz sur la Guerre civile chinoise,quizz
Test mes connaissances sur la Guerre de Sept Ans,quizz
Raconte-moi l'histoire de la Guerre Iran-Irak,recherche
Parle-moi de la Guerre de Sécession,recherche
Fais-moi un résumé sur la Guerre du Tigré,résumé
Explique-moi en bref la Guerre d'Afghanistan,résumé
Fais-moi une synthèse sur la Guerre du Kosovo,résumé
Fais-moi une synthèse sur la Guerre Iran-Irak,résumé
J’aimerais un quiz sur la Guerre du Yom Kippour,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Je veux une fiche de révision sur la Guerre du Kosovo,résumé
Pose-moi des questions sur la Guerre d'Algérie,quizz
Affiche-moi les réponses du test,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Quels sont les événements de la Guerre du Golfe ?,recherche
Donne-moi un résumé de la Guerre de la Ligue de Cambrai,résumé
Pose-moi des questions sur la Guerre du Donbass,quizz
Donne-moi les solutions aux questions posées,quizz_reponses
Je veux une fiche de révision sur la Guerre de Sept Ans,résumé
Test mes connaissances sur la Guerre d'Espagne,quizz
Parle-moi de la Guerre d'Irak,recherche
Fais-moi un quizz sur les Guerres napoléoniennes,quizz
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quels sont les faits marquants de la Guerre d'indépendance grecque ?,recherche
Fais-moi un résumé sur la Guerre civile libérienne,résumé
Fais-moi une synthèse sur la Guerre civile yéménite,résumé
Quels pays étaient impliqués dans la Guerre d'indépendance irlandaise ?,recherche
Raconte-moi en quelques phrases la Guerre du Haut-Karabagh,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Quand a commencé la Guerre du Darfour ?,recherche
Fais-moi un résumé sur la Guerre du Haut-Karabagh,résumé
Pose-moi des questions sur la Guerre d'indépendance grecque,quizz
Je veux un résumé sur la Guerre du Yom Kippour,résumé
Explique-moi en bref la Guerre civile libyenne,résumé
Donne-moi un résumé de la Guerre civile chinoise,résumé
Donne-moi un résumé de la Guerre civile centrafricaine,résumé
J’aimerais un quiz sur la Guerre civile yéménite,quizz
Donne-moi un résumé de la Guerre de Sécession,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Fais-moi un quizz sur la Guerre civile sud-soudanaise,quizz
Explique-moi en bref la Guerre civile angolaise,résumé
J’aimerais apprendre plus sur la Guerre de la Ligue de Cambrai,recherche
Fais-moi un exposé sur un grand personnage de la Guerre du Darfour,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Donne-moi les solutions aux questions posées,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Je veux une fiche de révision sur la Guerre du Vietnam,résumé
Quels sont les personnages célèbres de la Guerre franco-prussienne ?,recherche
Je veux une fiche de révision sur la Guerre du Tigré,résumé
Quelles sont les causes de la Guerre d'Algérie ?,recherche
Fais-moi une synthèse sur la Guerre civile sud-soudanaise,résumé
Donne-moi les solutions aux questions posées,quizz_reponses
Je veux un résumé sur la Guerre d'Espagne,résumé
Je veux un quizz sur la Guerre du Haut-Karabagh,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Je veux une fiche de révision sur la Guerre civile libyenne,résumé
Test mes connaissances sur la Guerre civile mozambicaine,quizz
Quels pays étaient impliqués dans la Guerre franco-prussienne ?,recherche
Je veux un quizz sur la Guerre de Hollande,quizz
Raconte-moi en quelques phrases la Guerre de Succession de Pologne,résumé
Test mes connaissances sur la Guerre du Darfour,quizz
Affiche-moi les réponses du test,quizz_reponses
Fais-moi un quizz sur la Guerre du Yom Kippour,quizz
Je veux un quizz sur la Guerre civile éthiopienne,quizz
Affiche-moi les réponses du test,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Donne-moi un résumé de la Guerre civile éthiopienne,résumé
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Test mes connaissances sur la Guerre civile libérienne,quizz
Raconte-moi en quelques phrases la Guerre de Succession d'Espagne,résumé
Explique-moi en bref la Guerre de la Ligue de Cambrai,résumé
Peux-tu me faire un quizz sur la Guerre d'indépendance irlandaise ?,quizz
Donne-moi des informations sur la Guerre d'indépendance irlandaise,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Quels sont les événements majeurs de la Guerre d'Algérie ?,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Fais-moi une synthèse sur la Guerre de Succession d'Autriche,résumé
Pose-moi des questions sur la Guerre d'indépendance irlandaise,quizz
Explique-moi en bref la Guerre de Sept Ans,résumé
J’aimerais apprendre plus sur Première la Guerre mondiale,recherche
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Pose-moi des questions sur la Guerre de Bosnie,quizz
Je veux un résumé sur la Guerre de la Ligue d'Augsbourg,résumé
Je veux un résumé sur la Guerre civile sud-soudanaise,résumé
Fais-moi un résumé sur la Guerre d'Espagne,résumé
J’aimerais un quiz sur la Guerre de Sécession,quizz
Dis-moi tout ce que tu sais sur la Guerre civile mozambicaine,recherche
Donne-moi les solutions aux questions posées,quizz_reponses
Quelles sont les causes de la Guerre de la Ligue de Cambrai ?,recherche
J’aimerais un quiz sur la Guerre civile russe,quizz
Fais-moi un résumé sur la Guerre civile mozambicaine,résumé
Quand a commencé la Guerre de Succession d'Autriche ?,recherche
J’aimerais voir les réponses du quizz,quizz_reponses
Quels sont les faits historiques les plus importants de la Guerre de Sept Ans ?,recherche
Je veux un quizz sur la Guerre Iran-Irak,quizz
Explique-moi la Guerre d'Espagne,recherche
Quels sont les empires ayant existé en la Guerre civile libyenne ?,recherche
Affiche-moi les réponses du test,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Peux-tu me faire un quizz sur la Guerre du Haut-Karabagh ?,quizz
Fais-moi un quizz sur la Guerre civile sierra-léonaise,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Fais-moi un exposé sur un grand personnage de la Guerre de Succession d'Autriche,recherche
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Quels sont les événements clés de la Guerre du Yom Kippour ?,recherche
Donne-moi des informations sur la Guerre civile libérienne,recherche
Pose-moi des questions sur la Guerre du Darfour,quizz
Pose-moi des questions sur la Guerre du Yom Kippour,quizz
Quels sont les événements clés de la Guerre du Mali ?,recherche
Peux-tu me faire un quizz sur la Guerre du Tigré ?,quizz
Raconte-moi en quelques phrases la Guerre d'Espagne,résumé
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Affiche-moi les réponses du test,quizz_reponses
Raconte-moi en quelques phrases la Guerre du Kosovo,résumé
J’aimerais un quiz sur la Guerre de Hollande,quizz
Raconte-moi en quelques phrases la Guerre civile russe,résumé
Test mes connaissances sur la Guerre civile libérienne,quizz
J’aimerais voir les réponses du quizz,quizz_reponses
Peux-tu me donner les corrigés du quizz ?,quizz_reponses
Quelles sont les réponses du dernier quizz ?,quizz_reponses
Explique-moi la Guerre de Succession d'Espagne,recherche
Je veux un quizz sur la Guerre du Kosovo,quizz
Je veux un quizz sur la Guerre de Succession d'Autriche,quizz
Fais-moi un quizz sur les Guerres napoléoniennes,quizz
Quand a commencé la Guerre d'Algérie ?,recherche
Explique-moi une bataille célèbre liée à la Guerre d'Algérie,recherche
Je veux un résumé sur la Guerre du Tigré,résumé
Affiche-moi les réponses du test,quizz_reponses
